post_id	date	num_likes	num_angry	num_shares
1216504185136925_2580275265426470	2019-12-05T18:58:44+0000	561	0	75
1216504185136925_2579411692179494	2019-12-05T10:44:26+0000	1435	0	231
1216504185136925_2578594545594542	2019-12-05T01:10:18+0000	1886	0	20
1216504185136925_2578530525600944	2019-12-05T00:29:30+0000	1623	0	64
1216504185136925_2578505622270101	2019-12-05T00:12:54+0000	862	0	24
1216504185136925_2578031538984176	2019-12-04T18:42:49+0000	1628	0	191
1216504185136925_2576208465833150	2019-12-03T23:20:54+0000	624	0	43
1216504185136925_2575615789225751	2019-12-03T16:59:46+0000	556	0	17
1216504185136925_2573797229407607	2019-12-02T22:48:10+0000	7054	950	4820
1216504185136925_2573262612794402	2019-12-02T17:10:51+0000	1106	445	591
1216504185136925_2572863832834280	2019-12-02T13:37:42+0000	873	5	74
1216504185136925_2567075716746425	2019-11-29T22:56:09+0000	821	321	240
1216504185136925_2566295780157752	2019-11-29T14:45:15+0000	2650	0	219
1216504185136925_2566106196843377	2019-11-29T13:07:41+0000	1432	3	184
1216504185136925_2565082156945781	2019-11-29T01:50:46+0000	6590	6	964
1216504185136925_2564853946968602	2019-11-28T23:30:35+0000	616	0	33
1216504185136925_2564830003637663	2019-11-28T23:16:53+0000	2771	2	162
1216504185136925_2564154220371908	2019-11-28T14:00:53+0000	607	0	21
1216504185136925_2560858240701506	2019-11-27T01:58:32+0000	841	0	107
1216504185136925_2560135510773779	2019-11-26T17:33:53+0000	842	0	65
1216504185136925_2559998547454142	2019-11-26T16:11:56+0000	2005	3	762
1216504185136925_2558464387607558	2019-11-25T23:00:29+0000	5267	5	2475
1216504185136925_2558394334281230	2019-11-25T22:09:42+0000	1073	1	27
1216504185136925_2557914697662527	2019-11-25T16:53:14+0000	1776	0	84
1216504185136925_2556388151148515	2019-11-25T00:30:26+0000	2401	1	202
1216504185136925_2554820601305270	2019-11-24T08:34:50+0000	2602	0	293
1216504185136925_2553706858083311	2019-11-23T19:55:31+0000	4940	3	1154
1216504185136925_2551177515002912	2019-11-22T17:06:16+0000	5654	12	1362
1216504185136925_2550760708377926	2019-11-22T13:25:18+0000	513	1	31
1216504185136925_2550494065071257	2019-11-22T10:53:59+0000	2756	2	164
1216504185136925_2549527235167940	2019-11-22T00:05:13+0000	856	0	133
1216504185136925_2549494248504572	2019-11-21T23:42:07+0000	325	0	27
1216504185136925_2549365915184072	2019-11-21T22:08:12+0000	781	0	122
1216504185136925_2549241451863185	2019-11-21T20:41:11+0000	2325	0	83
1216504185136925_2548949971892333	2019-11-21T17:33:36+0000	1720	2	261
1216504185136925_2548542988599698	2019-11-21T13:45:39+0000	1513	0	108
1216504185136925_2547247232062607	2019-11-20T22:59:38+0000	428	0	91
1216504185136925_2547066305414033	2019-11-20T21:05:32+0000	6259	1	400
1216504185136925_2546973685423295	2019-11-20T19:59:13+0000	1615	0	79
1216504185136925_2546588192128511	2019-11-20T15:55:47+0000	1633	50	289
1216504185136925_2546472652140065	2019-11-20T14:54:10+0000	1079	0	69
1216504185136925_2544503725670291	2019-11-19T17:19:19+0000	791	5	151
1216504185136925_503337410263604	2019-11-18T23:21:03+0000	2207	12	1202
1216504185136925_2542600185860645	2019-11-18T19:39:49+0000	2742	20	390
1216504185136925_777127596044641	2019-11-18T15:18:11+0000	1453	10	379
1216504185136925_2541941532593177	2019-11-18T13:20:30+0000	1271	3	202
1216504185136925_2539555866165077	2019-11-17T10:58:52+0000	3290	15	883
1216504185136925_2537763066344357	2019-11-16T14:18:28+0000	278	1	17
1216504185136925_2536276273159703	2019-11-15T21:05:11+0000	922	0	67
1216504185136925_2535203056600358	2019-11-15T10:45:33+0000	898	1	100
1216504185136925_2533018723485458	2019-11-14T10:51:13+0000	1950	0	233
1216504185136925_2529993113788019	2019-11-12T22:59:12+0000	1356	1	180
1216504185136925_2529624830491514	2019-11-12T18:27:36+0000	1193	1	209
1216504185136925_2529441040509893	2019-11-12T16:37:12+0000	5681	1881	4273
1216504185136925_3863684376991144	2019-11-12T12:38:53+0000	835	2	127
1216504185136925_2528957573891573	2019-11-12T11:43:56+0000	838	1	57
1216504185136925_2528908440563153	2019-11-12T11:10:59+0000	1107	2	88
1216504185136925_943311312692417	2019-11-11T23:39:50+0000	1321	7	350
1216504185136925_2527916493995681	2019-11-11T22:51:37+0000	492	0	27
1216504185136925_2517157671738230	2019-11-06T21:02:53+0000	8670	8	1228
1216504185136925_2516622665125064	2019-11-06T14:51:20+0000	1192	62	287
1216504185136925_2516549201799077	2019-11-06T14:14:22+0000	4433	657	1510
1216504185136925_2514710368649627	2019-11-05T15:48:56+0000	2648	224	855
1216504185136925_2512928612161136	2019-11-04T19:14:56+0000	4180	990	1069
1216504185136925_2512740412179956	2019-11-04T17:23:34+0000	8906	31	345
1216504185136925_2512574335529897	2019-11-04T15:47:43+0000	2505	4	105
1216504185136925_2512535605533770	2019-11-04T15:23:43+0000	1548	4	40
1216504185136925_2512460808874583	2019-11-04T14:41:30+0000	3681	213	1525
1216504185136925_2512337572220240	2019-11-04T13:39:10+0000	801	1	33
1216504185136925_2511230552330942	2019-11-03T23:52:14+0000	3341	4	334
1216504185136925_2506966486090682	2019-11-01T22:00:22+0000	1968	1	129
1216504185136925_974544409566036	2019-11-01T20:45:38+0000	1714	6	384
1216504185136925_724484271364067	2019-11-01T19:51:16+0000	1700	9	656
1216504185136925_2505171316270199	2019-11-01T01:46:19+0000	2885	1	248
1216504185136925_2292929847685621	2019-10-31T22:31:40+0000	2719	18	998
1216504185136925_2504753649645299	2019-10-31T21:08:26+0000	1523	2	31
1216504185136925_2504473486339982	2019-10-31T18:12:10+0000	529	0	23
1216504185136925_2504188433035154	2019-10-31T15:28:25+0000	3012	531	785
1216504185136925_2504181616369169	2019-10-31T15:24:40+0000	936	2	92
1216504185136925_2500592143394783	2019-10-29T22:54:45+0000	3624	2	195
1216504185136925_2500372436750087	2019-10-29T20:11:25+0000	4424	27	857
1216504185136925_2497652373688760	2019-10-28T13:00:44+0000	7849	698	2051
1216504185136925_2494427194011278	2019-10-26T22:48:01+0000	1443	1	135
1216504185136925_2494373880683276	2019-10-26T22:04:00+0000	671	0	38
1216504185136925_2492214480899216	2019-10-25T20:46:00+0000	5335	55	3446
1216504185136925_3131648260195189	2019-10-24T22:32:50+0000	1306	6	478
1216504185136925_2489424057844925	2019-10-24T13:49:42+0000	4327	2	434
1216504185136925_2487861021334562	2019-10-23T22:26:05+0000	2184	0	347
1216504185136925_2480503498736981	2019-10-20T12:14:26+0000	1350	0	83
1216504185136925_2480497362070928	2019-10-20T12:10:27+0000	4428	8	505
1216504185136925_2487785281496909	2019-10-19T14:45:24+0000	1032	3	391
1216504185136925_586429581897202	2019-10-18T23:57:07+0000	1846	7	745
1216504185136925_2476952815758716	2019-10-18T19:16:57+0000	3795	4	190
1216504185136925_2476912842429380	2019-10-18T18:49:37+0000	2983	1	101
1216504185136925_2474962749291056	2019-10-17T21:28:07+0000	2221	2	503
1216504185136925_2474328452687819	2019-10-17T14:18:43+0000	1353	3	150
1216504185136925_2472860346167963	2019-10-16T20:42:41+0000	3361	3	953
1216504185136925_2472504862870178	2019-10-16T16:36:40+0000	2721	259	1143
1216504185136925_2472394276214570	2019-10-16T15:29:04+0000	235	0	21
1216504185136925_2470977569689574	2019-10-15T23:40:31+0000	2085	0	161
1216504185136925_2470326679754663	2019-10-15T15:47:04+0000	1116	1	34
1216504185136925_2470120826441915	2019-10-15T13:48:02+0000	1148	0	104
1216504185136925_2470068863113778	2019-10-15T13:18:37+0000	818	0	96
1216504185136925_2469815739805757	2019-10-15T10:45:25+0000	575	0	38
1216504185136925_710859806085654	2019-10-14T23:42:51+0000	2058	5	755
1216504185136925_2468883376565660	2019-10-14T23:01:38+0000	2381	2	210
1216504185136925_2138787916414785	2019-10-14T22:19:26+0000	1181	2	328
1216504185136925_2468792346574763	2019-10-14T21:47:49+0000	1776	0	74
1216504185136925_403855337216135	2019-10-14T20:51:48+0000	1033	3	770
1216504185136925_2468539649933366	2019-10-14T18:43:30+0000	693	2	46
1216504185136925_2466903730096958	2019-10-14T00:25:35+0000	3482	7	214
1216504185136925_2466894190097912	2019-10-14T00:19:22+0000	801	3	22
1216504185136925_2466505733470091	2019-10-13T19:36:15+0000	682	0	74
1216504185136925_2466086306845367	2019-10-13T16:16:44+0000	2464	3	313
1216504185136925_2465802093540455	2019-10-13T13:40:36+0000	1809	3	277
1216504185136925_2464682306985767	2019-10-13T00:30:25+0000	2244	1	328
1216504185136925_2464513687002629	2019-10-12T22:15:45+0000	2617	0	88
1216504185136925_2463691053751559	2019-10-12T13:35:40+0000	677	0	46
1216504185136925_2463546927099305	2019-10-12T12:10:47+0000	2815	1	46
1216504185136925_2463436503777014	2019-10-12T10:56:23+0000	386	0	10
1216504185136925_2460299234090741	2019-10-10T20:35:06+0000	718	0	204
1216504185136925_2459668230820508	2019-10-10T14:14:00+0000	175	0	6
1216504185136925_2459484067505591	2019-10-10T12:29:22+0000	431	1	34
1216504185136925_2458395737614424	2019-10-09T23:12:52+0000	2279	11	651
1216504185136925_2457914997662498	2019-10-09T17:29:09+0000	1714	104	229
1216504185136925_2457884094332255	2019-10-09T17:10:10+0000	578	10	35
1216504185136925_2457503347703663	2019-10-09T13:48:40+0000	887	0	141
1216504185136925_2455786381208693	2019-10-08T17:48:04+0000	375	0	111
1216504185136925_2455222527931745	2019-10-08T12:14:07+0000	799	0	74
1216504185136925_2453929628061035	2019-10-07T18:48:39+0000	1275	0	173
1216504185136925_2453791034741561	2019-10-07T17:11:28+0000	1086	0	102
1216504185136925_2447919985328666	2019-10-04T15:50:30+0000	599	0	130
1216504185136925_2447535385367126	2019-10-04T11:47:47+0000	1151	7	311
1216504185136925_2447392165381448	2019-10-04T10:08:55+0000	1932	22	607
1216504185136925_2446208728833125	2019-10-03T18:13:12+0000	1524	0	138
1216504185136925_2445499915570673	2019-10-03T10:46:31+0000	1535	15	557
1216504185136925_2443676449086353	2019-10-02T10:45:49+0000	2360	5	801
1216504185136925_2443098172477514	2019-10-02T02:14:08+0000	758	1	139
1216504185136925_2442168782570453	2019-10-01T14:14:56+0000	2475	0	1119
1216504185136925_2440697272717604	2019-09-30T18:46:30+0000	2599	1	266
1216504185136925_2440069452780386	2019-09-30T11:40:38+0000	1376	0	151
1216504185136925_2439043979549600	2019-09-29T20:51:33+0000	6177	2	357
1216504185136925_2438352696285395	2019-09-29T12:59:06+0000	3388	0	47
1216504185136925_2478510345561881	2019-09-28T12:40:25+0000	539	0	161
1216504185136925_2436374843149847	2019-09-28T11:30:31+0000	479	0	32
1216504185136925_698497967337064	2019-09-27T23:05:47+0000	998	3	344
1216504185136925_2434977413289590	2019-09-27T17:28:16+0000	2239	1	269
1216504185136925_2434923019961696	2019-09-27T16:51:42+0000	826	0	77
1216504185136925_2434763069977691	2019-09-27T15:12:47+0000	374	0	24
1216504185136925_2434744719979526	2019-09-27T15:01:38+0000	1712	4	364
1216504185136925_2433516546769010	2019-09-26T23:51:51+0000	267	0	7
1216504185136925_2433216346799030	2019-09-26T19:43:21+0000	2056	9	1127
1216504185136925_2433192496801415	2019-09-26T19:24:50+0000	278	0	12
1216504185136925_2431181033669228	2019-09-25T18:26:38+0000	3908	14	1820
1216504185136925_2430831067037558	2019-09-25T14:52:18+0000	2638	417	1148
1216504185136925_396179584380302	2019-09-24T22:59:23+0000	3224	58	1661
1216504185136925_2428837797236885	2019-09-24T14:10:04+0000	1184	62	251
1216504185136925_2428781727242492	2019-09-24T13:34:46+0000	3101	7	190
1216504185136925_2427175004069831	2019-09-23T15:56:22+0000	918	0	110
1216504185136925_2426758827444782	2019-09-23T11:38:12+0000	495	2	89
1216504185136925_2426749177445747	2019-09-23T11:31:15+0000	2278	182	1048
1216504185136925_2425454337575231	2019-09-22T16:55:00+0000	3104	345	1801
1216504185136925_2424861247634540	2019-09-22T10:55:36+0000	8050	431	1204
1216504185136925_2424078494379482	2019-09-21T23:54:31+0000	4454	423	848
1216504185136925_601501927046299	2019-09-20T19:46:27+0000	1136	3	294
1216504185136925_2421786214608710	2019-09-20T17:57:34+0000	1595	0	78
1216504185136925_2419953938125271	2019-09-19T18:37:30+0000	2083	4	407
1216504185136925_2419628711491127	2019-09-19T15:01:49+0000	1228	2	156
1216504185136925_2419214071532591	2019-09-19T10:17:29+0000	1951	0	48
1216504185136925_2417743958346269	2019-09-18T14:20:34+0000	879	0	71
1216504185136925_2415653668555298	2019-09-17T11:01:06+0000	2092	60	782
1216504185136925_2414964581957540	2019-09-17T00:45:39+0000	1197	2	68
1216504185136925_516048959173430	2019-09-16T22:17:43+0000	1148	7	344
1216504185136925_2414786245308707	2019-09-16T22:11:30+0000	6783	8	446
1216504185136925_2414486245338707	2019-09-16T18:00:23+0000	551	0	22
1216504185136925_2414445345342797	2019-09-16T17:28:51+0000	718	0	24
1216504185136925_2414188918701773	2019-09-16T14:33:15+0000	2095	0	119
1216504185136925_2414182428702422	2019-09-16T14:29:15+0000	396	0	19
1216504185136925_1406315729534791	2019-09-16T13:53:19+0000	1203	7	884
1216504185136925_2413940632059935	2019-09-16T11:50:12+0000	624	1	49
1216504185136925_2412812692172729	2019-09-15T19:26:26+0000	3809	6	1800
1216504185136925_2411080695679262	2019-09-14T21:23:16+0000	492	0	29
1216504185136925_2410896395697692	2019-09-14T18:59:56+0000	685	1	31
1216504185136925_2410766295710702	2019-09-14T17:27:30+0000	785	2	63
1216504185136925_2410556342398364	2019-09-14T15:00:09+0000	1254	1	118
1216504185136925_2410485889072076	2019-09-14T14:14:13+0000	317	0	39
1216504185136925_2410358469084818	2019-09-14T12:51:47+0000	2108	18	369
1216504185136925_2410295225757809	2019-09-14T12:09:31+0000	1104	0	85
1216504185136925_2409408212513177	2019-09-13T22:59:42+0000	2776	8	172
1216504185136925_2409336469187018	2019-09-13T21:51:53+0000	630	0	62
1216504185136925_2408806645906667	2019-09-13T15:01:36+0000	255	0	38
1216504185136925_494027248047872	2019-09-12T23:08:06+0000	1892	7	1578
1216504185136925_2407062549414410	2019-09-12T16:15:20+0000	846	0	155
1216504185136925_2407001832753815	2019-09-12T15:34:23+0000	1017	1	324
1216504185136925_2405772349543430	2019-09-11T23:51:09+0000	1286	2	212
1216504185136925_2405305422923456	2019-09-11T17:49:43+0000	2231	24	869
1216504185136925_2405260656261266	2019-09-11T17:16:07+0000	1062	0	136
1216504185136925_2405139962940002	2019-09-11T15:51:36+0000	717	0	69
1216504185136925_2405071132946885	2019-09-11T15:11:15+0000	311	0	76
1216504185136925_2404814609639204	2019-09-11T12:31:40+0000	1086	44	136
1216504185136925_2404813929639272	2019-09-11T12:31:13+0000	1877	10	400
1216504185136925_2404646266322705	2019-09-11T11:00:31+0000	1418	0	63
1216504185136925_2403991583054840	2019-09-11T00:37:53+0000	4226	1007	2575
1216504185136925_2403397799780885	2019-09-10T16:37:14+0000	1160	11	264
1216504185136925_2403107183143280	2019-09-10T13:23:29+0000	727	0	41
1216504185136925_2402001813253817	2019-09-09T21:10:11+0000	775	1	119
1216504185136925_752264051886293	2019-09-09T13:29:15+0000	958	4	506
1216504185136925_2397703043683694	2019-09-07T13:28:19+0000	588	0	14
1216504185136925_2397330593720939	2019-09-07T09:01:46+0000	14418	31	993
1216504185136925_2396800657107266	2019-09-07T01:09:38+0000	3723	0	265
1216504185136925_2396627000457965	2019-09-06T22:34:48+0000	663	0	41
1216504185136925_742921829502392	2019-09-05T14:45:54+0000	2576	12	1582
1216504185136925_2392851187502213	2019-09-04T22:34:15+0000	4904	437	1941
1216504185136925_2392360694217929	2019-09-04T16:28:24+0000	1421	25	247
1216504185136925_2392124044241594	2019-09-04T13:49:23+0000	331	0	12
1216504185136925_2390983721022293	2019-09-03T22:35:17+0000	613	3	78
1216504185136925_2390112817776050	2019-09-03T11:22:04+0000	3389	0	153
1216504185136925_2385571474896851	2019-08-31T21:04:04+0000	2817	13	2164
1216504185136925_2385299081590757	2019-08-31T17:28:53+0000	7764	35	1745
1216504185136925_2384395791681086	2019-08-31T10:01:33+0000	3275	18	1548
1216504185136925_2383629768424355	2019-08-30T18:46:27+0000	2692	14	194
1216504185136925_2382905191830146	2019-08-30T10:29:24+0000	3420	10	2113
1216504185136925_2381382371982428	2019-08-29T13:24:58+0000	372	1	75
1216504185136925_2380338722086793	2019-08-28T22:12:59+0000	457	1	57
1216504185136925_2379661702154495	2019-08-28T13:49:01+0000	495	18	146
1216504185136925_2379522202168445	2019-08-28T12:12:40+0000	413	0	24
1216504185136925_2378497002270965	2019-08-27T21:07:13+0000	4289	5	3238
1216504185136925_2378223712298294	2019-08-27T17:24:43+0000	601	7	188
1216504185136925_2376901895763809	2019-08-26T23:51:15+0000	1864	3	329
1216504185136925_2374425342678131	2019-08-25T15:30:35+0000	7019	3	293
1216504185136925_2374204129366919	2019-08-25T13:12:15+0000	14148	51	10817
1216504185136925_2373066576147341	2019-08-24T20:52:37+0000	515	0	44
1216504185136925_2372736882846977	2019-08-24T16:56:49+0000	1186	1	106
1216504185136925_2372582829529049	2019-08-24T15:17:56+0000	2488	297	1225
1216504185136925_2097573313879952	2019-08-23T14:54:40+0000	3874	9	1667
1216504185136925_2369516023169063	2019-08-22T23:49:42+0000	22884	196	40465
1216504185136925_2369469056507093	2019-08-22T23:05:31+0000	323	0	43
1216504185136925_502083343934672	2019-08-22T12:49:17+0000	1583	9	1223
1216504185136925_2368580873262578	2019-08-22T12:03:05+0000	3366	138	1123
1216504185136925_2368503893270276	2019-08-22T11:03:35+0000	640	0	92
1216504185136925_2368465139940818	2019-08-22T10:33:23+0000	309	0	71
1216504185136925_2367416363379029	2019-08-21T20:09:23+0000	1644	1	222
1216504185136925_2366815820105750	2019-08-21T13:08:44+0000	602	43	161
1216504185136925_2366731690114163	2019-08-21T12:07:15+0000	180	0	42
1216504185136925_2366642200123112	2019-08-21T10:59:10+0000	463	0	37
1216504185136925_1081520312048461	2019-08-20T21:23:15+0000	830	5	271
1216504185136925_356530085248472	2019-08-20T21:20:28+0000	314	0	17
1216504185136925_2296569727321831	2019-08-20T21:15:03+0000	1576	3	228
1216504185136925_2365247553595910	2019-08-20T14:58:37+0000	1182	57	235
1216504185136925_2363437240443608	2019-08-19T14:15:24+0000	1171	0	142
1216504185136925_2362447700542562	2019-08-18T23:38:59+0000	4602	0	147
1216504185136925_2361594357294563	2019-08-18T13:14:39+0000	443	0	24
1216504185136925_2360380804082585	2019-08-17T19:33:37+0000	1590	1	897
1216504185136925_2360302994090366	2019-08-17T18:29:11+0000	1094	0	49
1216504185136925_2360063800780952	2019-08-17T15:27:46+0000	8101	895	2088
1216504185136925_2359825627471436	2019-08-17T12:54:37+0000	1124	0	148
1216504185136925_2359787087475290	2019-08-17T12:25:34+0000	2932	513	3051
1216504185136925_2359035340883798	2019-08-17T01:04:34+0000	921	0	65
1216504185136925_2358618057592193	2019-08-16T19:01:37+0000	1786	0	68
1216504185136925_2358230077630991	2019-08-16T14:12:47+0000	2050	0	196
1216504185136925_2358173357636663	2019-08-16T13:34:23+0000	3065	1	742
1216504185136925_2356358454484820	2019-08-15T12:25:48+0000	1036	1	74
1216504185136925_2355489491238383	2019-08-14T23:40:03+0000	4938	193	919
1216504185136925_2354511834669482	2019-08-14T11:23:12+0000	2343	190	730
1216504185136925_2349538108500188	2019-08-11T12:38:35+0000	8842	1	181
1216504185136925_2348630001924332	2019-08-10T22:54:09+0000	6645	5	491
1216504185136925_2346526312134701	2019-08-09T15:57:32+0000	4855	749	1914
1216504185136925_2340986442688688	2019-08-06T11:00:01+0000	2677	23	1082
1216504185136925_2334526603334672	2019-08-02T14:10:09+0000	1525	85	389
1216504185136925_2332849440169055	2019-08-01T14:25:51+0000	2770	21	1246
1216504185136925_2328219103965422	2019-07-29T23:10:51+0000	2467	239	698
1216504185136925_2322449794542353	2019-07-26T15:50:45+0000	5439	803	815
1216504185136925_2322187827901883	2019-07-26T13:05:28+0000	6487	1146	3241
1216504185136925_462853277886864	2019-07-25T23:04:57+0000	4452	64	2787
1216504185136925_2320548948065771	2019-07-25T17:11:31+0000	812	0	132
1216504185136925_2320541651399834	2019-07-25T17:05:53+0000	1536	2	428
1216504185136925_2318841308236535	2019-07-24T18:29:57+0000	1085	6	428
1216504185136925_2318277874959545	2019-07-24T12:13:11+0000	2123	20	1148
1216504185136925_2315555565231776	2019-07-22T22:56:59+0000	820	10	145
1216504185136925_2315542985233034	2019-07-22T22:47:01+0000	362	0	21
1216504185136925_2315173395269993	2019-07-22T18:14:08+0000	555	0	29
1216504185136925_2314528682001131	2019-07-22T10:39:51+0000	2054	209	1420
1216504185136925_2313273692126630	2019-07-21T16:48:45+0000	3653	299	2410
1216504185136925_2311305852323414	2019-07-20T15:52:01+0000	3045	270	1558
1216504185136925_2310855322368467	2019-07-20T11:40:35+0000	7451	1437	5304
1216504185136925_2309617885825544	2019-07-19T18:04:31+0000	3075	1110	894
1216504185136925_2309617249158941	2019-07-19T18:04:11+0000	4018	734	2053
1216504185136925_2307436312710368	2019-07-18T13:27:14+0000	3321	698	2514
1216504185136925_2306248639495802	2019-07-17T20:22:13+0000	1096	2	81
