post_id	date	num_likes	num_angry	num_shares
353551475083023_1089324531505710	2020-09-14T20:44:16+0000	7583	13	833
353551475083023_1089067844864712	2020-09-14T13:58:40+0000	9092	152	961
353551475083023_1089006058204224	2020-09-14T12:33:34+0000	3966	1481	1147
353551475083023_1088494584922038	2020-09-13T18:48:04+0000	2452	33	390
353551475083023_1088339624937534	2020-09-13T14:32:19+0000	5432	9	325
353551475083023_1087828761655287	2020-09-12T22:19:07+0000	5975	1205	1767
353551475083023_1087690925002404	2020-09-12T17:41:31+0000	5869	3	601
353551475083023_1086779341760229	2020-09-11T18:05:27+0000	7619	942	1146
353551475083023_1086708271767336	2020-09-11T16:08:36+0000	9929	1080	5052
353551475083023_1086096215161875	2020-09-11T00:01:08+0000	4049	10	305
353551475083023_1085972748507555	2020-09-10T20:38:44+0000	6414	14	528
353551475083023_1085725875198909	2020-09-10T13:26:21+0000	6494	33	693
353551475083023_1085291268575703	2020-09-09T23:44:39+0000	6731	30	970
353551475083023_1085114201926743	2020-09-09T19:28:56+0000	6789	213	977
353551475083023_1085069328597897	2020-09-09T18:39:37+0000	10910	390	2811
353551475083023_1084861228618707	2020-09-09T14:54:23+0000	10186	379	1809
353551475083023_1084228495348647	2020-09-08T20:18:46+0000	4267	5	710
353551475083023_1083429472095216	2020-09-07T18:26:59+0000	9874	6	831
353551475083023_1082607612177402	2020-09-06T16:42:37+0000	8450	2014	1331
353551475083023_1081965332241630	2020-09-05T20:25:31+0000	7545	104	627
353551475083023_1081844735587023	2020-09-05T16:49:45+0000	2358	771	423
353551475083023_1081798662258297	2020-09-05T15:33:20+0000	1521	23	261
353551475083023_1081244795647017	2020-09-04T22:00:03+0000	4789	102	1116
353551475083023_1081078472330316	2020-09-04T17:31:05+0000	6623	242	1180
353551475083023_1080996999005130	2020-09-04T15:28:23+0000	8180	4980	4695
353551475083023_1080306675740829	2020-09-03T21:49:12+0000	10762	96	998
353551475083023_1079987779106052	2020-09-03T13:28:09+0000	10461	189	1913
353551475083023_1079540865817410	2020-09-02T23:12:24+0000	11091	97	1723
353551475083023_1079530949151735	2020-09-02T22:53:17+0000	5218	151	810
353551475083023_1079373979167432	2020-09-02T18:13:38+0000	6651	2683	2871
353551475083023_1079270009177829	2020-09-02T15:27:07+0000	5662	1119	1610
353551475083023_1078630772575086	2020-09-01T23:07:34+0000	5670	903	929
353551475083023_1078366632601500	2020-09-01T16:21:00+0000	3966	202	825
353551475083023_1078270419277788	2020-09-01T14:21:23+0000	9778	6570	4299
353551475083023_1078207572617406	2020-09-01T13:03:28+0000	5442	225	871
353551475083023_1077724192665744	2020-08-31T21:04:37+0000	6569	70	925
353551475083023_1077558399348990	2020-08-31T16:17:18+0000	22447	13	1809
353551475083023_1077513429353487	2020-08-31T15:10:05+0000	1418	0	128
353551475083023_1077492752688888	2020-08-31T14:41:11+0000	5327	3067	2332
353551475083023_1076850472753116	2020-08-30T20:58:53+0000	5347	534	1392
353551475083023_1076725306098966	2020-08-30T17:42:43+0000	3480	14	548
353551475083023_1076646959440134	2020-08-30T15:36:30+0000	4116	17	988
353551475083023_1076088462829317	2020-08-29T22:32:50+0000	6889	7	1096
353551475083023_1076038449500985	2020-08-29T20:48:43+0000	13574	28	1647
353551475083023_1075937266177770	2020-08-29T17:57:33+0000	5611	5	818
353551475083023_1075844442853719	2020-08-29T15:30:23+0000	2734	2	527
353551475083023_1075006756270821	2020-08-28T16:10:42+0000	3383	6	267
353551475083023_1074886892949474	2020-08-28T13:13:43+0000	10494	115	905
353551475083023_1074399552998208	2020-08-27T21:36:29+0000	3051	5	641
353551475083023_1074213893016774	2020-08-27T16:10:24+0000	2521	11	197
353551475083023_1073605483077615	2020-08-26T21:06:27+0000	4921	915	1099
353551475083023_1073570206414476	2020-08-26T19:59:51+0000	7631	15	814
353551475083023_1073510869753743	2020-08-26T18:21:51+0000	2776	2	713
353551475083023_1073453929759437	2020-08-26T16:53:35+0000	2511	1597	693
353551475083023_1073406403097523	2020-08-26T15:44:39+0000	4453	859	381
353551475083023_1073376503100513	2020-08-26T15:00:36+0000	4548	653	821
353551475083023_1072821533156010	2020-08-25T23:14:37+0000	1785	1	353
353551475083023_1072794439825386	2020-08-25T22:18:41+0000	3008	443	736
353551475083023_1072557813182382	2020-08-25T15:28:25+0000	6263	1171	1551
353551475083023_1072001056571391	2020-08-24T21:50:13+0000	15744	3713	3598
353551475083023_1071264179978412	2020-08-24T02:14:09+0000	11456	105	459
353551475083023_1071230029981827	2020-08-24T01:36:29+0000	32423	432	4030
353551475083023_1071045053333658	2020-08-23T21:21:39+0000	4247	443	1213
353551475083023_1070757536695743	2020-08-23T15:28:25+0000	6426	1824	2720
353551475083023_1070028600101970	2020-08-22T19:20:46+0000	4106	20	548
353551475083023_1069895580115272	2020-08-22T15:44:24+0000	11578	34	1312
353551475083023_1069330090171821	2020-08-21T21:42:32+0000	3880	11	431
353551475083023_1069158363522327	2020-08-21T16:44:18+0000	3971	72	617
353551475083023_1069007013537462	2020-08-21T13:53:08+0000	6534	2821	2787
353551475083023_1068507433587420	2020-08-20T22:55:38+0000	21995	236	1983
353551475083023_1068440310260799	2020-08-20T21:04:50+0000	283	0	12
353551475083023_1068358306935666	2020-08-20T20:45:43+0000	3344	293	562
353551475083023_1068355946935902	2020-08-20T19:43:47+0000	6733	138	979
353551475083023_1068179826953514	2020-08-20T16:20:15+0000	7723	2542	3053
353551475083023_1068072826964214	2020-08-20T13:41:22+0000	4021	883	1417
353551475083023_1067638913674272	2020-08-19T23:21:44+0000	769	0	69
353551475083023_1067486120356218	2020-08-19T18:15:03+0000	170	0	6
353551475083023_1067395340365296	2020-08-19T15:51:29+0000	2092	30	537
353551475083023_1067321990372631	2020-08-19T14:03:02+0000	2985	614	899
353551475083023_1066842393753924	2020-08-18T23:57:38+0000	5812	113	821
353551475083023_1066797230425107	2020-08-18T22:29:02+0000	1843	49	643
353551475083023_1066524467119050	2020-08-18T14:57:07+0000	12526	210	1967
353551475083023_1066450167126480	2020-08-18T13:16:54+0000	3673	21	564
353551475083023_1066416593796504	2020-08-18T12:26:28+0000	3904	66	221
353551475083023_1066047000500130	2020-08-17T23:58:53+0000	12364	13	2221
353551475083023_1065950280509802	2020-08-17T20:52:25+0000	2034	375	297
353551475083023_1065804553857708	2020-08-17T17:43:55+0000	2620	9	271
353551475083023_1065715893866574	2020-08-17T15:29:14+0000	9051	61	1138
353551475083023_1065635473874616	2020-08-17T13:38:09+0000	7038	224	1250
353551475083023_1065187937252703	2020-08-16T22:35:21+0000	4084	187	490
353551475083023_1065086100596220	2020-08-16T20:31:16+0000	1627	76	437
353551475083023_1064666367304860	2020-08-16T13:51:59+0000	3430	18	475
353551475083023_1064239280680902	2020-08-15T17:40:26+0000	3067	84	954
353551475083023_1064091700695660	2020-08-15T13:47:07+0000	4460	42	1426
353551475083023_1063396430765187	2020-08-14T18:03:54+0000	8691	47	407
353551475083023_1063271507444346	2020-08-14T14:50:44+0000	4177	58	700
353551475083023_1062635294174634	2020-08-13T21:02:31+0000	7075	151	1115
353551475083023_1062526347518862	2020-08-13T17:54:28+0000	1084	16	266
353551475083023_1062430404195123	2020-08-13T15:14:29+0000	4143	2149	1737
353551475083023_1062370644201099	2020-08-13T13:41:59+0000	3503	2	782
353551475083023_1061899790914851	2020-08-12T22:18:20+0000	3141	566	1532
353551475083023_1061815204256643	2020-08-12T20:33:52+0000	4604	360	1043
353551475083023_1061668830937947	2020-08-12T17:05:02+0000	6070	182	830
353551475083023_1061556467615850	2020-08-12T14:08:00+0000	3710	99	667
353551475083023_1061074980997332	2020-08-11T22:46:04+0000	10091	468	1794
353551475083023_1061015921003238	2020-08-11T20:43:14+0000	1253	1	42
353551475083023_1060774871027343	2020-08-11T14:27:23+0000	5777	6	1323
353551475083023_1060767041028126	2020-08-11T13:55:43+0000	20948	3311	7599
353551475083023_1060237984414365	2020-08-10T19:55:46+0000	5433	1757	1864
353551475083023_1060134321091398	2020-08-10T16:37:56+0000	4789	17	1230
353551475083023_1060071197764377	2020-08-10T15:00:52+0000	7666	3303	2080
353551475083023_1059594697812027	2020-08-09T23:25:23+0000	2099	256	244
353551475083023_1059434417828055	2020-08-09T18:02:47+0000	6604	3	58
353551475083023_1058726834565480	2020-08-08T20:45:13+0000	6595	224	852
353551475083023_1058630417908455	2020-08-08T18:28:34+0000	7449	470	1111
353551475083023_1058430324595131	2020-08-08T13:59:46+0000	2801	20	262
353551475083023_1057934164644747	2020-08-07T21:20:53+0000	2743	440	148
353551475083023_1057794241325406	2020-08-07T17:05:37+0000	2918	27	390
353551475083023_1057256691379161	2020-08-06T23:58:07+0000	4332	41	515
353551475083023_1057227921382038	2020-08-06T23:22:03+0000	3388	94	418
353551475083023_1057186768052820	2020-08-06T22:12:12+0000	6362	125	488
353551475083023_1057037194734444	2020-08-06T17:16:36+0000	5732	42	270
353551475083023_1056967591408071	2020-08-06T15:28:18+0000	11803	7	1232
353551475083023_1056956041409226	2020-08-06T15:08:09+0000	1768	12	225
353551475083023_1056410681463762	2020-08-06T01:05:38+0000	8331	73	1183
353551475083023_1056366524801511	2020-08-05T23:38:27+0000	2804	23	370
353551475083023_1056250228146474	2020-08-05T19:20:19+0000	1839	1	113
353551475083023_1056105108160986	2020-08-05T15:19:13+0000	2893	6	417
353551475083023_1055610188210478	2020-08-05T00:01:15+0000	9751	3	2255
353551475083023_1055577671547063	2020-08-04T22:51:22+0000	1438	45	130
353551475083023_1055397134898450	2020-08-04T16:56:41+0000	6886	1093	1728
353551475083023_1055312958240201	2020-08-04T14:36:21+0000	2257	1386	1068
353551475083023_1054861781618652	2020-08-03T23:10:32+0000	4756	26	646
353551475083023_1054699818301515	2020-08-03T18:12:19+0000	7651	20	437
353551475083023_1054649088306588	2020-08-03T17:00:18+0000	10717	192	2020
353551475083023_1054126478358849	2020-08-03T00:20:19+0000	1629	6	60
353551475083023_1053984395039724	2020-08-02T19:03:36+0000	2558	10	172
353551475083023_1053925951712235	2020-08-02T17:14:18+0000	1740	4	312
353551475083023_1053351818436315	2020-08-01T22:26:58+0000	8347	93	390
353551475083023_1053313355106828	2020-08-01T21:05:17+0000	8758	18	1181
353551475083023_1053254185112745	2020-08-01T19:05:14+0000	7813	116	1807
353551475083023_1053130131791817	2020-08-01T16:00:37+0000	3564	418	1121
353551475083023_1052538751850955	2020-07-31T21:30:54+0000	4074	73	467
353551475083023_1052353148536182	2020-07-31T15:49:46+0000	766	0	31
353551475083023_1052297505208413	2020-07-31T14:25:47+0000	7591	40	1038
353551475083023_1051791818592315	2020-07-30T23:02:28+0000	278	0	12
353551475083023_1051692455268918	2020-07-30T21:03:49+0000	24553	2830	3643
353551475083023_1051668688604628	2020-07-30T20:15:35+0000	7875	314	1788
353551475083023_1051626415275522	2020-07-30T18:49:51+0000	278	1	9
353551475083023_1051571581947672	2020-07-30T17:13:02+0000	9041	48	1343
353551475083023_1051462295291934	2020-07-30T14:15:38+0000	3913	464	816
353551475083023_1051039125334251	2020-07-30T00:01:30+0000	6386	6	798
353551475083023_1050963312008499	2020-07-29T21:38:47+0000	5163	1303	2630
353551475083023_1050901772014653	2020-07-29T19:37:41+0000	5178	26	872
353551475083023_1050807055357458	2020-07-29T17:02:05+0000	8208	3166	2346
353551475083023_1050765705361593	2020-07-29T16:12:24+0000	8567	20	1539
353551475083023_1050298035408360	2020-07-29T00:44:51+0000	4236	258	521
353551475083023_1050263988745098	2020-07-28T23:29:49+0000	1128	2	104
353551475083023_1050184615419702	2020-07-28T20:32:46+0000	1866	2	349
353551475083023_1050156478755849	2020-07-28T19:33:14+0000	2358	73	490
353551475083023_1049987925439371	2020-07-28T14:35:11+0000	7545	29	686
353551475083023_1049978388773658	2020-07-28T14:19:14+0000	1923	3	249
353551475083023_1049553595482804	2020-07-27T23:00:22+0000	4174	28	415
353551475083023_1049499055488258	2020-07-27T20:58:49+0000	1686	2	303
353551475083023_1049342888837208	2020-07-27T16:10:19+0000	5384	14	1010
353551475083023_1049262952178535	2020-07-27T14:03:33+0000	7457	70	1271
353551475083023_1048816168889880	2020-07-26T21:37:37+0000	4116	26	338
353551475083023_1048700462234784	2020-07-26T19:25:33+0000	2352	18	384
353551475083023_1048692492235581	2020-07-26T17:49:52+0000	7502	34	1094
353551475083023_1048670982237732	2020-07-26T17:08:15+0000	3052	1	624
353551475083023_1048136128957884	2020-07-25T23:11:13+0000	2905	2	310
353551475083023_1047995082305322	2020-07-25T18:02:42+0000	3614	4	724
353551475083023_1047876835650480	2020-07-25T14:37:29+0000	530	0	66
353551475083023_1047368832367947	2020-07-24T20:52:47+0000	4796	1649	1621
353551475083023_1047288019042695	2020-07-24T18:30:26+0000	7619	949	1739
353551475083023_1047251455713018	2020-07-24T17:29:31+0000	3954	2034	1776
353551475083023_1047199105718253	2020-07-24T16:03:09+0000	1362	3	111
353551475083023_1047168999054597	2020-07-24T15:18:55+0000	10916	79	1472
353551475083023_1046619569109540	2020-07-23T19:52:33+0000	6588	1987	2409
353551475083023_1046565035781660	2020-07-23T18:04:02+0000	4162	11	410
353551475083023_1046454752459355	2020-07-23T14:49:15+0000	5235	24	982
353551475083023_1045375585900605	2020-07-22T03:38:59+0000	3505	21	257
353551475083023_1045196909251806	2020-07-21T21:27:26+0000	2236	9	199
353551475083023_1045121912592639	2020-07-21T18:56:31+0000	7513	4016	4190
353551475083023_1045020272602803	2020-07-21T15:46:19+0000	8191	4	523
353551475083023_1044473535990810	2020-07-20T21:36:19+0000	4178	1943	1616
353551475083023_1044422869329210	2020-07-20T19:45:32+0000	573	4	54
353551475083023_1044365759334921	2020-07-20T17:54:49+0000	2614	6	143
353551475083023_1044310106007153	2020-07-20T16:18:37+0000	4092	1410	1944
353551475083023_1044229826015181	2020-07-20T14:10:44+0000	6472	213	1041
353551475083023_1044210859350411	2020-07-20T13:38:38+0000	604	0	41
353551475083023_1043645012740329	2020-07-19T18:37:53+0000	1993	1	319
353551475083023_1043336246104539	2020-07-19T12:45:31+0000	2050	5	249
353551475083023_1043047952800035	2020-07-18T21:21:04+0000	3284	5	306
353551475083023_1042932249478272	2020-07-18T17:25:12+0000	6937	42	1610
353551475083023_1042301742874656	2020-07-17T19:46:16+0000	4147	11	873
353551475083023_1042230209548476	2020-07-17T17:37:35+0000	10094	4	1718
353551475083023_1041625936275570	2020-07-16T22:35:48+0000	8239	99	1296
353551475083023_1041563006281863	2020-07-16T20:31:34+0000	3396	339	678
353551475083023_1041495706288593	2020-07-16T18:28:39+0000	119	1	5
353551475083023_1041477539623743	2020-07-16T17:59:06+0000	15279	55	1922
353551475083023_1041433796294784	2020-07-16T16:44:04+0000	3283	477	556
353551475083023_1041337352971095	2020-07-16T14:01:41+0000	2968	6	672
353551475083023_1040909286347235	2020-07-15T23:22:07+0000	4823	2338	1298
353551475083023_1040851546353009	2020-07-15T21:15:31+0000	671	0	29
353551475083023_1040722573032573	2020-07-15T16:52:20+0000	1537	55	289
353551475083023_1040213429750154	2020-07-15T13:00:03+0000	4620	102	542
353551475083023_1040215219749975	2020-07-15T00:21:26+0000	859	1	193
353551475083023_1040049113099919	2020-07-14T18:52:50+0000	6634	1542	924
353551475083023_1040030626435101	2020-07-14T18:19:09+0000	3078	23	791
353551475083023_1039961673108663	2020-07-14T16:25:47+0000	4782	10	345
353551475083023_1039939056444258	2020-07-14T15:49:16+0000	2626	13	157
353551475083023_1039429046495259	2020-07-13T23:46:43+0000	5954	189	964
353551475083023_1039203703184460	2020-07-13T16:34:03+0000	7793	6	1352
353551475083023_1039152146522949	2020-07-13T15:07:01+0000	5779	29	869
353551475083023_1039120009859496	2020-07-13T14:15:59+0000	14669	1697	3333
353551475083023_1038611813243649	2020-07-12T21:16:37+0000	7350	168	858
353551475083023_1038595793245251	2020-07-12T20:45:56+0000	2525	18	372
353551475083023_1038500623254768	2020-07-12T17:53:34+0000	1955	265	343
353551475083023_1037833503321480	2020-07-11T22:18:28+0000	12204	3631	1294
353551475083023_1037710266667137	2020-07-11T17:50:59+0000	4363	789	1171
353551475083023_1037189826719181	2020-07-11T00:49:32+0000	6869	230	719
353551475083023_1037007743404056	2020-07-10T19:43:22+0000	13625	1658	2097
353551475083023_1036926986745465	2020-07-10T17:01:32+0000	2489	264	586
353551475083023_1036898596748304	2020-07-10T16:14:31+0000	3769	17	420
353551475083023_1036372053467625	2020-07-09T22:20:06+0000	2071	0	180
353551475083023_1036285246809639	2020-07-09T19:15:33+0000	10380	1059	2988
353551475083023_1036149620156535	2020-07-09T18:20:05+0000	4973	2647	2627
353551475083023_1036142226823941	2020-07-09T15:35:43+0000	1005	0	95
353551475083023_1036140900157407	2020-07-09T14:54:42+0000	10132	51	1866
353551475083023_1035687616869402	2020-07-08T22:34:38+0000	1162	10	153
353551475083023_1035610320210465	2020-07-08T19:56:06+0000	3301	1	179
353551475083023_1035484353556395	2020-07-08T16:02:08+0000	7657	4334	5514
353551475083023_1034985963606234	2020-07-07T22:09:28+0000	1481	3	252
353551475083023_1034891263615704	2020-07-07T18:54:34+0000	9352	30	1106
353551475083023_1034830976955066	2020-07-07T17:04:44+0000	814	36	28
353551475083023_1034779413626889	2020-07-07T15:31:33+0000	3073	9	321
353551475083023_1034276207010543	2020-07-06T22:29:02+0000	6188	142	922
353551475083023_1034232390348258	2020-07-06T21:00:21+0000	4575	482	551
353551475083023_1034165570354940	2020-07-06T18:46:12+0000	1915	354	208
353551475083023_1034107577027406	2020-07-06T17:07:58+0000	5442	165	1023
353551475083023_1034025827035581	2020-07-06T14:49:34+0000	2555	19	355
353551475083023_1033087073796123	2020-07-05T14:41:49+0000	6488	13	655
353551475083023_1033086623796168	2020-07-05T12:40:41+0000	6406	493	871
353551475083023_1032694593835371	2020-07-04T19:27:25+0000	10168	1091	1086
353551475083023_1031884430583054	2020-07-03T16:09:53+0000	2389	1	214
353551475083023_1030668904037940	2020-07-01T23:47:17+0000	3658	86	296
353551475083023_1029881357450028	2020-07-01T00:03:52+0000	786	8	55
353551475083023_1029794510792046	2020-06-30T22:31:25+0000	19442	2045	3531
353551475083023_1029582347479929	2020-06-30T15:04:42+0000	2875	15	263
353551475083023_1029065884198242	2020-06-29T21:26:24+0000	229	3	6
353551475083023_1028959814208849	2020-06-29T17:45:20+0000	3261	86	326
353551475083023_1028328410938656	2020-06-28T21:06:33+0000	6119	31	1780
353551475083023_1027630997675064	2020-06-27T22:08:52+0000	6553	2341	3899
353551475083023_1027483807689783	2020-06-27T17:00:47+0000	2960	2	396
353551475083023_1026922304412600	2020-06-26T21:14:33+0000	973	3	114
353551475083023_1026749644429866	2020-06-26T16:12:56+0000	3217	286	679
353551475083023_1026670441104453	2020-06-26T14:17:07+0000	6878	58	770
353551475083023_1026211281150369	2020-06-25T23:58:09+0000	252	1	11
353551475083023_1026159147822249	2020-06-25T22:12:58+0000	4076	1	176
353551475083023_1026103904494440	2020-06-25T20:38:58+0000	12555	13	579
353551475083023_1025969631174534	2020-06-25T16:30:22+0000	2104	8	231
353551475083023_1025435114561319	2020-06-25T00:12:57+0000	9687	34	879
353551475083023_1025271434577687	2020-06-24T19:13:56+0000	4110	12	657
353551475083023_1025158441255653	2020-06-24T16:05:05+0000	8733	2039	3869
353551475083023_1023699721401525	2020-06-22T15:39:52+0000	3407	3	332
353551475083023_1023666268071537	2020-06-22T14:47:00+0000	2069	15	163
353551475083023_1023014868136677	2020-06-21T19:02:04+0000	3197	64	158
353551475083023_1022346888203475	2020-06-21T00:25:10+0000	13659	668	1308
353551475083023_1022151474889683	2020-06-20T17:43:01+0000	841	1	68
353551475083023_1022086151562882	2020-06-20T15:51:44+0000	1421	28	178
353551475083023_1021550204949810	2020-06-19T23:00:36+0000	1640	532	229
353551475083023_1021267938311370	2020-06-19T14:40:00+0000	5338	14	610
353551475083023_1020731148365049	2020-06-18T20:48:14+0000	11245	247	895
353551475083023_1020552861716211	2020-06-18T16:08:44+0000	8916	85	1034
353551475083023_1019930011778496	2020-06-17T19:17:44+0000	2156	56	619
353551475083023_1019338825170948	2020-06-16T23:20:11+0000	5352	78	366
353551475083023_1019117195193111	2020-06-16T16:18:15+0000	2126	1	105
353551475083023_1019050998533064	2020-06-16T14:40:13+0000	3748	98	609
353551475083023_1018447831926714	2020-06-15T17:59:36+0000	6359	195	316
353551475083023_1017851098653054	2020-06-14T23:07:31+0000	9094	288	961
353551475083023_1017773641994133	2020-06-14T20:51:14+0000	7274	12	1203
353551475083023_1017126678725496	2020-06-14T14:30:00+0000	2771	5	530
353551475083023_1017079348730229	2020-06-13T22:19:57+0000	1083	0	135
353551475083023_1016286445476186	2020-06-13T15:44:55+0000	5645	404	986
353551475083023_1016369628801201	2020-06-13T01:30:11+0000	28885	533	5414
353551475083023_1016283812143116	2020-06-12T22:28:52+0000	1124	2	78
353551475083023_1016043505500480	2020-06-12T15:31:19+0000	914	16	115
353551475083023_1015532868884877	2020-06-11T23:37:50+0000	1811	22	173
353551475083023_1015520708886093	2020-06-11T23:13:50+0000	10461	10	3139
353551475083023_1014679822303515	2020-06-10T20:34:13+0000	9035	607	1777
353551475083023_1014568815647949	2020-06-10T17:27:38+0000	6676	4082	3110
353551475083023_1014436125661218	2020-06-10T14:02:46+0000	7203	1172	4771
353551475083023_1013930439045120	2020-06-09T22:26:21+0000	36159	80	5245
353551475083023_1013876985717132	2020-06-09T21:01:41+0000	582	1	60
353551475083023_1013825085722322	2020-06-09T19:43:43+0000	8703	1930	3255
353551475083023_1013669552404542	2020-06-09T15:34:49+0000	1738	4	279
353551475083023_1013620052409492	2020-06-09T14:37:31+0000	2834	14	253
353551475083023_1013082702463227	2020-06-08T21:43:06+0000	2443	1	496
353551475083023_1012799789158185	2020-06-08T15:03:29+0000	12509	809	2169
353551475083023_1012715459166618	2020-06-08T13:08:52+0000	17826	19	1447
353551475083023_1012345999203564	2020-06-07T23:45:11+0000	1704	2	179
353551475083023_1012333152538182	2020-06-07T23:19:20+0000	2753	15	295
353551475083023_1012271665877664	2020-06-07T21:02:38+0000	1366	1	65
353551475083023_1011541105950720	2020-06-06T23:33:17+0000	14630	1471	2815
353551475083023_1011310565973774	2020-06-06T16:55:27+0000	3088	9	312
353551475083023_1010659702705527	2020-06-05T22:49:57+0000	151	0	4
353551475083023_1010597936045037	2020-06-05T20:54:27+0000	895	8	61
353551475083023_1010389236065907	2020-06-05T15:41:47+0000	8721	79	1194
353551475083023_1009805146124316	2020-06-04T22:13:20+0000	441	0	38
353551475083023_1009704329467731	2020-06-04T19:08:16+0000	8578	72	1500
353551475083023_1009101552861342	2020-06-04T00:08:06+0000	1699	227	530
353551475083023_1008878939550270	2020-06-03T18:14:57+0000	474	3	31
353551475083023_1008747659563398	2020-06-03T14:52:53+0000	1857	169	474
353551475083023_1008195232951974	2020-06-02T22:11:14+0000	10906	340	1932
353551475083023_1008016222969875	2020-06-02T17:16:49+0000	7133	11	319
353551475083023_1007419209696243	2020-06-01T23:36:54+0000	20383	7	4472
353551475083023_1007194879718676	2020-06-01T16:36:01+0000	5264	544	1429
353551475083023_1007136536391177	2020-06-01T14:55:35+0000	6406	11	685
353551475083023_1006451536459677	2020-05-31T15:38:29+0000	2005	6	395
353551475083023_1005768916527939	2020-05-30T21:00:44+0000	6687	30	288
353551475083023_1005767886528042	2020-05-30T16:56:23+0000	2454	611	601
353551475083023_1005681929869971	2020-05-30T14:53:24+0000	8158	54	979
353551475083023_1004771716627659	2020-05-29T13:19:32+0000	1657	12	188
353551475083023_1004410216663809	2020-05-29T02:20:42+0000	6152	1804	951
353551475083023_1004318976672933	2020-05-28T23:13:57+0000	861	2	68
353551475083023_1003983646706466	2020-05-28T12:33:30+0000	4101	48	735
353551475083023_1003542426750588	2020-05-27T22:05:54+0000	10060	27	462
353551475083023_1003381953433302	2020-05-27T17:19:54+0000	9282	36	784
353551475083023_1003316216773209	2020-05-27T15:29:19+0000	5065	74	646
353551475083023_1003272813444216	2020-05-27T14:20:06+0000	2060	17	158
353551475083023_1002798610158303	2020-05-26T22:25:36+0000	9259	626	1239
353551475083023_1002675610170603	2020-05-26T18:06:28+0000	2966	3	221
