post_id	date	message	num_likes	num_angry	num_shares
353551475083023_1100045103766986	2020-09-27T18:58:37+0000	"a campanha eleitoral comeca hoje e a imprensa tem, novamente, um papel primordial nesse processo. aqueles colunistas que analisam politica, em especial, tem a responsabilidade de informar e conscientizar os eleitores.  a coluna da jornalista vera magalhaes de hoje, infelizmente, vai na direcao contraria.  com o titulo \"a nova politica caducou\" ele faz criticas ao novo em pontos que justamente demonstram que o partido e um exemplo de inovacao na politica brasileira.  o novo tem principios e valores bastante claros. a consistencia da atuacao das bancadas federais e estaduais do partido contra aumento de impostos, defesa constante por mais liberdade economica, simplificacao tributaria, responsabilidade fiscal, mais oportunidades e menos privilegios estao sempre presentes e demonstram a nossa visao ideologica.  a atuacao firme da bancada do novo na aprovacao da reforma da previdencia e a lideranca da reforma administrativa sao exemplos da atuacao de um grupo que trabalha para o cidadao e nao para beneficiar minorias. algo que nao e comum na politica tradicional.   a devolucao do fundo eleitoral, uma economia de r$ 36 milhoes para os cofres publicos,  nao tem nada de \"naive\" (ingenuo em ingles) como e citado pela jornalista. se todos os demais partidos fizessem isso teriamos uma economia total de r$ 2 bilhoes.   alem disso, a nao utilizacao de dinheiro publico para campanhas obrigaria os partidos a buscarem representatividade junto aos seus eleitores. algo absolutamente inovador no cenario politico brasileiro.  ela menciona ainda o caso do candidato a prefeitura de sao paulo, que teve a sua filiacao suspensa pelo comite de etica do novo, atendendo a solicitacao de um filiado. o fato ocorre as vesperas das eleicoes municipais. quando lembro do comportamento dos partidos tradicionais preservando seus mandatarios e dirigentes mesmo depois de condenados pela justica, fica evidente que o comportamento do novo e totalmente inovador.  se queremos como cidadaos um pais diferente, a responsabilidade e de todos e a transformacao passa pela politica. apontar erros de politicos e partidos e fundamental por parte da imprensa, mas atacar e criticar de forma totalmente equivocada quem procura e faz diferente e apenas um forma de endossar e perpetuar as velhas praticas politicas que tanto atrapalham a vida de todos os brasileiros."	6029	101	597
353551475083023_1099978560440307	2020-09-27T17:11:48+0000	"conheca os candidatos do novo em candidatos.novo.org.br e participe!"	3222	17	291
353551475083023_1099273413844155	2020-09-27T00:02:20+0000	""	7994	806	1427
353551475083023_1099089067195923	2020-09-26T18:52:54+0000	"video esclarecedor sobre a suspensao da candidatura do novo a prefeitura em sao paulo.  daniel jose, deputado estadual pelo novo, deixa claro o verdadeiro papel de um lider: ser coerente, nao se omitir, defender o que e certo e a instituicao.   parabens e que sirva de exemplo para todos os que buscam uma politica diferente para o nosso pais."	2485	7	265
353551475083023_1098944467210383	2020-09-26T17:21:20+0000	"um pais com liberdade economica e um pais em que a populacao tem liberdade para empreender, trabalhar, consumir e investir.  dessa forma, o cidadao pode alcancar seu potencial e o pais se desenvolver. esse foi o caminho de todos os paises que deram certo."	2375	26	493
353551475083023_1098935377211292	2020-09-26T14:45:37+0000	" nova iorque e detroit, uma historia de sucesso e uma de fracasso.     ate a decada de 1960, nova iorque e detroit eram duas das grandes cidades industriais dos eua. detroit concentrava as montadoras de automoveis e nova iorque era, historicamente, a grande produtora textil do pais.    nesta epoca, os grandes polos manufatureiros do mundo se encontravam em regioes proximas dos centros urbanos para reduzir ao maximo os custos de transporte.    as inovacoes tecnologicas que derrubaram os custos de logistica nas decadas posteriores inverteram essa logica.    com a queda do custo de logistica, as empresas se mudaram dos grandes centros urbanos para cidades - e ate mesmo para outros paises - em busca de menores custos, como alugueis e salarios. posteriormente, a producao industrial acelerou a migracao para paises emergentes.    esta inversao de paradigma fez com que as cidades industriais dos eua, como nova iorque e detroit, sofressem um baque enorme. em um curto espaco de tempo, as empresas se mudaram, deixando milhoes de desempregados. a qualidade de vida caiu, a violencia aumentou e a receita publica despencou, levando a piores servicos publicos.    detroit tentou preservar suas empresas. na esperanca de compensar as desvantagens de custo e manter o setor automobilistico competitivo, a cidade apostou em subsidios, estimulos industriais e em grandes obras. nada disso foi capaz de tornar a industria competitiva.    nova iorque lidou com o problema de outra forma. ao perceber que nao poderia ser mais um polo manufatureiro, tratou de se reinventar. a cidade reduziu burocracias e facilitou a vida de quem queria trabalhar e empreender. aprimorou o capital humano, atraves da educacao e qualificacao e priorizou a seguranca. o ambiente propicio para inovacao atraiu empresas do mundo todo, principalmente do setor de servicos.    hoje, a cidade de nova iorque e uma das mais prosperas do mundo, um centro de referencia em desenvolvimento, educacao e seguranca. ja detroit, se tornou um triste simbolo de fracasso, tendo apenas um terco da populacao que tinha em 1950.    essas duas cidades nos mostram que o caminho para o desenvolvimento sustentavel nao e com o estado intervindo na economia com subsidios e estimulos fiscais para preservar empresas. e sim garantir um ambiente que facilite a vida de quem quer empreender e trabalhar, prestar servicos publicos eficientes e deixar que a inovacao cumpra o seu papel.    para mais conteudos como esse, visite a pagina do #novoexplica    https://novo.org.br/acompanhe/novo-explica/"	2264	0	304
353551475083023_1098218937282936	2020-09-25T15:39:07+0000	""	8916	197	1467
353551475083023_1097481267356703	2020-09-24T20:08:06+0000	""	12679	25	1318
353551475083023_1097459497358880	2020-09-24T19:30:43+0000	""	10459	14	825
353551475083023_1097302704041226	2020-09-24T15:11:33+0000	"e quais sao estas reformas?  reforma tributaria reforma administrativa mais liberdade para trabalhar e empreender privatizacoes e concessoes abertura comercial priorizacao da educacao basica bc independente concorrencia no setor bancario seguir o teto de gastos"	4028	33	411
353551475083023_1096618160776347	2020-09-23T17:32:27+0000	""	5719	11	800
353551475083023_1096436807461149	2020-09-23T13:46:43+0000	"estes sao os paises que adotam um imposto como a cpmf:  venezuela mexico paquistao sri lanka argentina bolivia colombia peru r. dominicana honduras hungria  nenhum pais desenvolvido esta na lista. por que nao seguir os exemplos dos paises que deram certo?"	5726	633	1118
353551475083023_1095732930864870	2020-09-22T18:19:26+0000	""	32500	1878	7639
353551475083023_1095585987546231	2020-09-22T14:50:18+0000	"os italianos aprovaram esta semana, em referendo, a reducao de um terco do congresso. o numero de deputados e senadores na italia caira de 945 para 600 na proxima legislatura.  defendi esta ideia em 2018 para o brasil. qual a sua opiniao?"	10298	9	2127
353551475083023_1094994864272010	2020-09-21T20:58:58+0000	""	10398	1215	1632
353551475083023_1094884714283025	2020-09-21T17:31:40+0000	""	2524	573	391
353551475083023_1094739974297499	2020-09-21T13:52:41+0000	""	10641	63	1254
353551475083023_1094687397636090	2020-09-21T12:27:03+0000	""	3382	666	1029
353551475083023_1094258304345666	2020-09-20T21:54:05+0000	""	7013	4427	3613
353551475083023_1094087801029383	2020-09-20T16:24:20+0000	"excelente episodio do novocast, o podcast do novo, sobre a reforma administrativa, com participacao de tiago mitruad, ana carla abraao e pedro nery!  ouca em:   soundcloud - http://bit.ly/novocast16_soundcloud spotify - https://spoti.fi/2fkg5bf apple podcasts - https://apple.co/2eaaljq castbox - http://bit.ly/novocast16castbox_ youtube - http://bit.ly/novocast16_youtube"	648	11	45
353551475083023_1093273717777458	2020-09-19T15:01:21+0000	""	4390	16	333
353551475083023_1093215267783303	2020-09-19T13:36:24+0000	"e essencial ressaltar: esta queda se deve, em grande parte, aos desmatamentos e queimadas praticados de forma ilegal e prejudicam o setor agropecuario legalizado, que e fundamental para o desenvolvimento do brasil.  fontes: banco mundial, fao.  dados entre 1990 e 2019."	1780	15	236
353551475083023_1092692977835532	2020-09-18T22:09:31+0000	""	4396	132	205
353551475083023_1092596307845199	2020-09-18T19:21:36+0000	""	3498	80	311
353551475083023_1092468964524600	2020-09-18T15:50:45+0000	"o verdadeiro desenvolvimento de um pais significa a liberdade e autonomia dos cidadaos poderem viver suas vidas sem depender de uma ajuda do estado. por aqui. ainda ha um longo caminho para construirmos este brasil."	2398	5	214
353551475083023_1092432147861615	2020-09-18T14:54:19+0000	"a educacao brasileira nunca foi uma prioridade. estamos atras de diversos paises emergentes.   enquanto nao mudarmos esta realidade, o brasil nao sera um pais de oportunidades."	3281	51	667
353551475083023_1091946554576841	2020-09-17T23:57:46+0000	"a expressao deveria representar o brasileiro que acorda cedo, se esforca, que, independentemente de quanto o estado atrapalha, tem forcas para trabalhar, produzir, empreender e sorrir ao final do dia.   este e o verdadeiro jeito brasileiro. e essa postura que devemos exaltar."	1929	2	173
353551475083023_1091798614591635	2020-09-17T19:15:56+0000	"vale lembrar: um dos denunciados e o atual prefeito da cidade e o outro denunciado e o ex-prefeito.   vamos seguir fazendo as mesmas escolhas e esperando resultados diferentes, ou vamos tentar algo novo?"	6927	319	1309
353551475083023_1091641111274052	2020-09-17T14:54:04+0000	"menos um privilegio pago com o dinheiro dos nossos impostos.  temos que seguir vigilantes, cobrando e pressionando todos os politicos. so assim iremos construir o brasil que merecemos."	9392	32	850
353551475083023_1091102001327963	2020-09-16T23:11:54+0000	"enquanto o ensino basico nao for prioridade, geracoes serao condenadas a um futuro com menos oportunidades. precisamos trabalhar para mudar esta realidade."	4429	36	839
353551475083023_1090813564690140	2020-09-16T14:57:31+0000	"a citacao de um politico corrupto como exemplo de gestao e inadmissivel.  o \"rouba mas faz \" fere frontalmente os valores e principios do novo.  essa pratica nao pode ser endossada por ninguem do partido. espero que o diretorio municipal de sp tome as providencias cabiveis."	2598	446	387
353551475083023_1090780251360138	2020-09-16T14:03:45+0000	"parabens sergio victor e ricardo mellao, deputados estaduais do novo em sp, pela aprovacao do codigo de defesa do empreendedor!  o projeto reduz burocracias e garante seguranca juridica para quem quer empreender, facilitando a geracao de empregos no estado!"	2554	1	214
353551475083023_1090286391409524	2020-09-15T23:28:20+0000	""	4114	96	507
353551475083023_1090179631420200	2020-09-15T19:51:06+0000	""	6162	5	491
353551475083023_1090074101430753	2020-09-15T16:46:26+0000	"ha exatos 5 anos, obtinhamos no tse o registro do novo. nossa evolucao, desde entao, foi excepcional gracas ao trabalho de todos que entenderam que a participacao  politica e sim essencial para transformarmos o nosso pais. entretanto, a cada conquista maior e a nossa responsabilidade e maiores sao os nossos desafios. seremos sempre testados e empurrados para o padrao tradicional de atuacao politica que ainda prevalece no brasil.  este risco estara sempre presente, principalmente, nos anos eleitorais.   por isso, e essencial o papel da instituicao e de todos nos, fundadores, filiados, voluntarios e apoiadores. precisamos todos, em especial candidatos e mandatarios, lembrar sempre o que queremos com o novo. nosso objetivo nao e apenas ser uma plataforma limpa para eleger novos representantes que passaram por processos seletivos. a nossa ambicao na concepcao, montagem e fundacao do novo foi bem maior. queremos transformar de forma sustentavel a vida da maior quantidade de brasileiros, da forma mais rapida possivel. e, para isso, precisamos nao so mudar o nosso modelo de estado, mas inovar nas praticas politicas. caso contrario, em pouco tempo sera destruido  tudo  o que nos diferencia desde a fundacao do novo e o partido sera apenas mais uma legenda.  nao podemos transformar a politica em uma profissao, nosso objetivo ao chegar ao poder e devolve-lo ao cidadao. nao podemos ser corporativistas, o errado e errado,  nao importa se foi feito por um amigo do diretorio ou por um colega de bancada. nosso compromisso e com a instituicao, nossos mandatarios nao sao autoridades, mas sim funcionarios publicos. o voto nao pode ser um fim em si mesmo, ele deve refletir a aceitacao das nossas ideias, devemos defender  o cidadao sempre e nao  grupos que demandam privilegios. nossa eleicao tem  que se viabilizar pelas  propostas que apresentamos, pela coerencia de atuacao, pela entrega de resultados e nunca por falsas promessas,  por posturas oportunistas, por apoios de ocasiao. nada disso e o novo.    a vigilancia de todos e essencial e somente assim poderemos comemorar por anos a frente a existencia de um partido de fato inovador na politica brasileira, fundamental para construirmos um pais admirado, com oportunidade para todos."	5295	3	371
353551475083023_1089428141495349	2020-09-14T23:46:22+0000	""	6141	130	701
353551475083023_1089324531505710	2020-09-14T20:44:16+0000	""	7583	13	833
353551475083023_1089067844864712	2020-09-14T13:58:40+0000	""	9092	152	961
353551475083023_1089006058204224	2020-09-14T12:33:34+0000	"o presidente vetou parte da anistia as igrejas, mas deixou claro que - ao inves de trabalhar para os brasileiros - preferia protege-las, concedendo privilegios que sao pagos por todos nos."	3966	1481	1147
353551475083023_1088494584922038	2020-09-13T18:48:04+0000	"entenda por que a cpmf e um pessimo imposto que prejudica a economia e o cidadao.    a cpmf e um imposto cobrado nas movimentacoes bancarias. o cidadao ou a empresa paga um imposto proporcional ao valor transferido em cada operacao. entre 1997 e 2007, a cpmf existiu no brasil, mas foi abandonada por trazer serios problemas para a economia brasileira.    paga-se impostos em cima de impostos     a cpmf e um imposto cumulativo, que e cobrado em cada etapa da producao. assim, quanto maior o numero de etapas, maior o peso de impostos, aumentando os custos de producao.    resultado: os produtos produzidos em muitas etapas, como os da industria, ficam relativamente mais caros para o consumidor.    onera investimentos e exportacoes    ja que a cpmf e cobrada em qualquer transferencia, ela onera investimentos e exportacoes, criando um incentivo negativo que prejudica muitos setores da nossa economia.    alem disso, ela prejudica o cidadao diretamente ao tributar ate mesmo atividades como a venda de um carro usado ou uma transferencia entre pais e filhos.     incentiva a informalidade    a cpmf tributa apenas transacoes dentro do sistema financeiro. dessa forma, cria um incentivo para mais operacoes em dinheiro vivo, que em muitos casos so podem acontecer na economia informal. assim, acaba estimulando a informalidade e prejudicando a produtividade do pais.    nao e transparente    e essencial que o cidadao saiba quanto esta pagando de imposto em cada bem ou servico para que possa exercer sua cidadania e cobrar dos governantes o bom uso do dinheiro publico. um imposto cumulativo, como a cpmf, impossibilita uma tributacao transparente.    e muito regressivo    um estudo de 2007 mostrou que a cpmf pesava 2,2 vezes mais na renda de quem ganhava ate 2 salarios minimos do que dos que ganhavam mais de 30 salarios minimos. esse e um imposto extremamente regressivo, que encarece mais os produtos de consumo basico e prejudica principalmente os mais pobres.    nao ha experiencias de sucesso    nao existe pais desenvolvido que use imposto sobre movimentacao financeira atualmente. por todos os motivos mostrados, esse tipo de tributacao so restou em paises de terceiro mundo, como paquistao, honduras e venezuela.     precisamos seguir os exemplos que deram certo. por isso, o novo defende a pec45, que adota o ibs, um imposto sobre valor agregado que simplifica a cobranca, unificando 5 impostos em apenas 1, sem aumentar a carga tributaria.     a reforma tributaria e essencial para garantir mais transparencia e eficiencia ao pagamento de impostos. dessa forma, construiremos um pais mais facil de empreender e trabalhar, voltando a crescer e gerando mais emprego e renda para os brasileiros."	2452	33	390
353551475083023_1088339624937534	2020-09-13T14:32:19+0000	""	5432	9	325
353551475083023_1087828761655287	2020-09-12T22:19:07+0000	""	5975	1205	1767
353551475083023_1087690925002404	2020-09-12T17:41:31+0000	"excelente noticia!   enquanto nao ha uma vacina, e fundamental manter os cuidados basicos como uso de mascaras, lavar as maos com frequencia, evitar aglomeracoes e manter o distanciamento de outras pessoas.   sao medidas simples que podem salvar vidas."	5869	3	601
353551475083023_1086779341760229	2020-09-11T18:05:27+0000	"a abstencao do mandatario do novo e injustificavel. o combate aos privilegios e um dos nossos valores e esta previsto nas normas partidarias. como filiado serei sempre vigilante em relacao a atuacao dos nossos mandatarios e candidatos, buscando  preservar a instituicao."	7619	942	1146
353551475083023_1086708271767336	2020-09-11T16:08:36+0000	"o brasil nao precisa de um estado grande porque e pobre. o brasil e pobre por ter um estado grande.  a reforma administrativa e urgente, e deve valer para os servidores e membros ativos de todos os poderes."	9929	1080	5052
353551475083023_1086096215161875	2020-09-11T00:01:08+0000	""	4049	10	305
353551475083023_1085972748507555	2020-09-10T20:38:44+0000	"e assim que todos os politicos deveriam fazer campanha: arrecadando de forma voluntaria com seus apoiadores, recusando dinheiro publico.  parabens pedro, marcelo, juan e os mais de 300 doadores que os ajudaram ate agora!"	6414	14	528
353551475083023_1085725875198909	2020-09-10T13:26:21+0000	""	6494	33	693
353551475083023_1085291268575703	2020-09-09T23:44:39+0000	""	6731	30	970
353551475083023_1085114201926743	2020-09-09T19:28:56+0000	""	6789	213	977
353551475083023_1085069328597897	2020-09-09T18:39:37+0000	""	10910	390	2811
353551475083023_1084861228618707	2020-09-09T14:54:23+0000	"o veto e ate sexta-feira."	10186	379	1809
353551475083023_1084228495348647	2020-09-08T20:18:46+0000	"nossos eleitos mostram na pratica que sao diferentes e respeitam o dinheiro do cidadao. a bancada paulista do novo, formada por daniel jose, heni ozi, ricardo mellao e sergio victor, ja economizou mais de r$13 milhoes desde o inicio do mandato.   se todos os 94 deputados estaduais da assembleia legislativa de sao paulo seguissem o exemplo do novo, mais de r$800 milhoes seriam economizados ate o fim do mandato.   com equipes tecnicas e enxutas, abrindo mao dos privilegios de mandato e economizando a verba de gabinete, nossos mandatarios dao o exemplo e provam que e possivel fazer mais com menos.   o cidadao deve ser prioridade sempre e ter seus impostos investidos principalmente nas areas essenciais, como educacao, saude e seguranca. #contecomonovo para continuar trabalhando por um brasil onde todos os politicos respeitem o dinheiro do cidadao."	4267	5	710
353551475083023_1083429472095216	2020-09-07T18:26:59+0000	""	9874	6	831
353551475083023_1082607612177402	2020-09-06T16:42:37+0000	"em uma empresa privada, este seria um problema dos donos. os clientes deixariam de utilizar os servicos, resultando em prejuizos para a empresa.  em uma estatal, onde somos socios involuntariamente, somos nos que pagamos a conta."	8450	2014	1331
353551475083023_1081965332241630	2020-09-05T20:25:31+0000	""	7545	104	627
353551475083023_1081844735587023	2020-09-05T16:49:45+0000	"falta total de bom senso e clareza das prioridades para o brasil.  para votar o projeto de lei que flexibiliza o codigo brasileiro de transito na camara, o governo desistiu do requerimento de urgencia para o projeto da reforma tributaria.  link: https://valor.globo.com/politica/noticia/2020/09/04/para-votar-pl-do-trnsito-bolsonaro-desiste-de-urgncia-da-reforma-tributria.ghtml"	2358	771	423
353551475083023_1081798662258297	2020-09-05T15:33:20+0000	"o teto de gastos e um mecanismo de controle dos gastos do governo e, desde sua implementacao em 2017, deu maior previsibilidade para as contas publicas e impactou na reducao dos juros e da inflacao.   com a limitacao dos gastos, os gestores publicos devem determinar prioridades na hora de gastar o dinheiro do cidadao. dessa forma, e necessario realizar reformas e cortar gastos desnecessarios, melhorando o funcionamento da maquina publica e garantindo o equilibrio fiscal, de forma que sobrem mais recursos para investimentos nos servicos basicos.   se os gestores publicos nao atuarem com responsabilidade fiscal e senso de prioridade, ultrapassando o limite do teto de gastos, podem ser enquadrados em crime de responsabilidade, que e passivel de impeachment.   nao caia em fake news: o teto de gastos nao obriga cortes em nenhuma area especifica. como fica claro no grafico, os gastos de saude nao foram reduzidos. o teto limita os gastos totais do estado para que ele nao pese tanto no seu bolso e o essencial seja priorizado.   ou seja, ganha o cidadao, com mais investimentos nas areas essenciais e a garantia de uma administracao publica mais responsavel, que precisa buscar eficiencia e transparencia com o dinheiro do cidadao."	1521	23	261
353551475083023_1081244795647017	2020-09-04T22:00:03+0000	"por que e necessario privatizar:    as estatais sao estrategicas apenas para alguns politicos, que as usam para enriquecimento proprio e se perpetuar no poder com indicacoes politicas, caixa 2 e corrupcao.    a populacao precisa ter acesso aos servicos e o governo e incapaz de administrar mesmo servicos basicos, como esgoto e agua. cidades como niteroi (rj), que privatizaram suas redes de saneamento basico, conseguiram excelentes resultados.    nao basta apenas privatizar. temos que incentivar a concorrencia, acabando com burocracias e dificuldades.   mais concorrencia significa mais poder de escolha para voce.    muitas estatais dao prejuizo e quem paga a conta somos nos. e esse o melhor destino para o dinheiro dos nossos impostos?    vender estatais ajuda a pagar as dividas do governo sem aumentar impostos do cidadao.   #contecomonovo para defender o que e melhor para o cidadao."	4789	102	1116
353551475083023_1081078472330316	2020-09-04T17:31:05+0000	"otimo posicionamento de tiago mitraud, deputado federal do novo, em defesa da maioria silenciosa da populacao que paga a conta com altos impostos.  privilegios nao devem ser protegidos pela lei."	6623	242	1180
353551475083023_1080996999005130	2020-09-04T15:28:23+0000	""	8180	4980	4695
353551475083023_1080306675740829	2020-09-03T21:49:12+0000	"todo brasileiro que quer um pais sem corrupcao e sem impunidade deve continuar lutando para que a lei seja igual para todos."	10762	96	998
353551475083023_1079987779106052	2020-09-03T13:28:09+0000	""	10461	189	1913
353551475083023_1079540865817410	2020-09-02T23:12:24+0000	""	11091	97	1723
353551475083023_1079530949151735	2020-09-02T22:53:17+0000	""	5218	151	810
353551475083023_1079373979167432	2020-09-02T18:13:38+0000	"por que triplicar o gasto com publicidade do governo federal enquanto o brasileiro enfrenta uma crise economica?"	6651	2683	2871
353551475083023_1079270009177829	2020-09-02T15:27:07+0000	""	5662	1119	1610
353551475083023_1078630772575086	2020-09-01T23:07:34+0000	""	5670	903	929
353551475083023_1078366632601500	2020-09-01T16:21:00+0000	""	3966	202	825
353551475083023_1078270419277788	2020-09-01T14:21:23+0000	""	9778	6570	4299
353551475083023_1078207572617406	2020-09-01T13:03:28+0000	"reforma administrativa, tributaria, abertura comercial, privatizacoes,  quais medidas estruturais o governo ira fazer para reverter esse quadro?  ou ira seguir em campanha inaugurando obras passadas e sem qualquer preocupacao com as contas publicas?"	5442	225	871
353551475083023_1077724192665744	2020-08-31T21:04:37+0000	""	6569	70	925
353551475083023_1077558399348990	2020-08-31T16:17:18+0000	"bom senso do vice-presidente. deveria ser um padrao no governo."	22447	13	1809
353551475083023_1077513429353487	2020-08-31T15:10:05+0000	"a aprovacao da lei de liberdade economica, de coautoria da nossa vereadora janaina lima, corta burocracias na cidade de sao paulo e facilita a vida de quem quer empreender e trabalhar.  a lei traz avancos como:  alvara automatico apos 15 dias  digitaliza licencas para empresas de inovacao  licenciamento mais simples para cultura e entretenimento  conte com o novo."	1418	0	128
353551475083023_1077492752688888	2020-08-31T14:41:11+0000	""	5327	3067	2332
353551475083023_1076850472753116	2020-08-30T20:58:53+0000	""	5347	534	1392
353551475083023_1076725306098966	2020-08-30T17:42:43+0000	"o novo e contra a cpmf, que traz pessimos efeitos para a economia e para o cidadao, e defende a proposta com o ibs (imposto sobre bens e servicos). entenda a diferenca entre os dois.             o novo e favoravel ao ibs, o imposto sobre bens e servicos, que e similar ao iva (imposto sobre valor agregado), adotado por todos os paises desenvolvidos. o imposto sobre bens e servicos (ibs) converte 5 tributos - icms, iss, ipi, pis e cofins - em um unico imposto. essa opcao simplifica o sistema tributario sem aumentar a carga tributaria. e o modelo adotado por todos os paises desenvolvidos na europa, america e asia.             alguns ainda defendem o retorno da cpmf, um imposto sobre transacoes que incidiria sobre qualquer troca. a proposta nao e bem vista pela populacao, pelos tributaristas e nao e aplicada por nenhum pais desenvolvido. este imposto incentiva a economia informal, nao e transparente para o cidadao, onera as exportacoes e investimentos. para piorar, e cumulativo, ou seja, a cada etapa e cobrado imposto em cima de imposto. dessa forma, cadeias de producao com muitas etapas seriam fortemente oneradas, prejudicando a economia brasileira. para completar, esse imposto centraliza a arrecadacao na uniao, sem flexibilidade para cada ente definir sua aliquota.           o novo acredita que as politicas publicas devem ser baseadas em fatos e dados e inspiradas nos paises que deram certo."	3480	14	548
353551475083023_1076646959440134	2020-08-30T15:36:30+0000	"o estado brasileiro segue atrasado e atrasando a vida do cidadao. enquanto portugal realizou uma reforma administrativa ha 12 anos, a nossa ainda esta longe de comecar.  a reforma administrativa significa um estado eficiente, que preste bons servicos publicos, corte privilegios da elite do funcionalismo e pese menos no bolso do cidadao."	4116	17	988
353551475083023_1076088462829317	2020-08-29T22:32:50+0000	""	6889	7	1096
353551475083023_1076038449500985	2020-08-29T20:48:43+0000	""	13574	28	1647
353551475083023_1075937266177770	2020-08-29T17:57:33+0000	"eleicoes 2020:  -inicio do periodo eleitoral: 27/09 -1o turno: 15/11 -2o turno: 29/11"	5611	5	818
